,transcript_position,gene_ENSEMBL,gene_position,C001_L-92,C001_L-44,C001_L-3,C001_R+1,C002_L-92,C002_L-44,C002_L-3,C002_R+1,C003_L-92,C003_L-44,C003_L-3,C003_R+1,C004_L-92,C004_L-44,C004_L-3,C004_R+1,I4-FP1_methylKit p-value,I4-FP1_methylKit q-value,"I4-FP1_methylKit methylation difference, %"
ENST00000194530.8,768,ENSG00000082146.13,64650,,,,,0.02927469,,,0.043491386,,,0.00822637,,,,0.043198667,,1.0,1.0,1.61678561812235
ENST00000194530.8,781,ENSG00000082146.13,64663,,,,,0.009472263,,,0.0038987398,,,0.02193663,,,,0.036480416,,1.0,1.0,0.172283671350963
ENST00000194530.8,811,ENSG00000082146.13,64693,,,,,0.2083396,,,0.2989182,,,0.41693276,,,,0.29727048,,1.0,1.0,0.972046566422866
ENST00000194530.8,888,ENSG00000082146.13,64770,,,,,0.0905145,,,0.34308547,,,0.09520684,,,,0.09967599,,1.0,1.0,3.6063981747832
ENST00000194530.8,932,ENSG00000082146.13,64814,,,,,0.011806548,,,,,,0.09574433,,,,0.17004465,,1.0,1.0,0.0
ENST00000198536.7,1055,ENSG00000085514.16,7012,,0.097846925,0.034123123,0.048931085,,,0.027277779,0.06776644,0.06370548,,0.06608747,,0.11229247,0.04053402,0.104416214,0.08591294,1.0,1.0,1.11266662116037
ENST00000198536.7,1081,ENSG00000085514.16,7038,0.00055340526,0.0016398669,0.0011008024,0.0005419135,0.0002695918,,0.00047063828,0.00031889678,0.0004028082,,0.0003648877,,0.00051883457,0.0005497813,0.000538373,0.00039134026,1.0,1.0,0.586122300988479
ENST00000198536.7,1089,ENSG00000085514.16,7046,,,0.87641895,0.9802812,,,0.9410343,,,,0.74054754,,0.9528476,,0.87152565,0.9597109,1.0,1.0,1.32804188936825
ENST00000198536.7,1103,ENSG00000085514.16,7060,,0.8483782,0.3419768,0.68282235,,,0.29587457,0.486343,,,0.56301844,,0.44546738,0.23691387,0.49903187,0.3494238,1.0,1.0,1.41016568023647
ENST00000198536.7,1247,ENSG00000085514.16,7204,,,0.0027296662,0.0020913244,,,0.003205514,,,,0.0030994534,,0.0040156245,0.00354383,0.007243359,0.0025749921,1.0,1.0,0.587267144894891
ENST00000198536.7,1258,ENSG00000085514.16,7215,,,0.0050314786,0.0054021953,,,0.010278272,,,,0.0040750382,,,0.0062829377,0.0055938363,0.007917369,1.0,1.0,1.27820522459612
ENST00000198536.7,162,ENSG00000085514.16,6119,,0.051591765,,0.021985566,,,,,,,0.045606088,,,,0.05217711,0.020709192,1.0,1.0,0.85746815549002
ENST00000198536.7,286,ENSG00000085514.16,6243,,0.12822482,,0.04458637,,,,0.012168491,,,0.10571746,,0.011476958,0.17864513,0.14362523,0.09699379,1.0,1.0,0.812496749323914
ENST00000198536.7,453,ENSG00000085514.16,6410,,0.17883919,0.16715458,0.23150769,,,,0.3299323,,,0.18480977,,0.17151913,0.21397753,0.20427556,0.2310504,1.0,1.0,2.12165143568695
ENST00000198536.7,468,ENSG00000085514.16,6425,,0.7862274,0.7426652,0.8378874,,,,0.7580107,,,0.79603773,,0.61273736,0.8840445,0.8091987,0.8552612,1.0,1.0,1.58791176826121
ENST00000198536.7,473,ENSG00000085514.16,6430,,0.7643218,0.81740683,0.853607,,,,0.6674977,,,0.6828763,,0.9624176,,0.8863306,0.6554426,1.0,1.0,1.58742556100453
ENST00000198536.7,525,ENSG00000085514.16,6482,,0.35817963,0.07384431,0.2192601,,,,0.34495926,,,0.1810389,,,0.13600901,0.54219466,0.36402807,1.0,1.0,2.15659762600053
ENST00000198536.7,558,ENSG00000085514.16,6515,,0.2533145,0.34732375,0.43504,,,0.3625564,0.13071677,,,0.22433352,,0.5207689,0.113161646,0.7733197,0.71196634,1.0,1.0,1.47726268507699
ENST00000198536.7,602,ENSG00000085514.16,6559,,0.3746634,0.06288389,0.33984798,,,0.2699849,0.16307694,,,0.26633254,,0.05063957,0.08912305,0.17307982,0.30741048,1.0,1.0,1.88932358245893
ENST00000198536.7,607,ENSG00000085514.16,6564,,0.061702024,0.15061782,0.13051769,,,0.05109123,0.21269715,,,0.17501846,,0.03535843,0.08701674,0.08979046,0.033865046,1.0,1.0,1.73877661654429
ENST00000198536.7,659,ENSG00000085514.16,6616,,0.11938958,0.06154579,0.24079266,,,0.32295945,0.39137077,,,0.36524162,,0.13062969,0.2334502,0.24278697,0.24122973,1.0,1.0,1.77518538068309
ENST00000198536.7,732,ENSG00000085514.16,6689,,0.6397943,0.16418174,0.64018047,,,0.48231894,0.3870812,,,0.5182694,,0.65312445,0.43254852,0.49381572,0.6316028,1.0,1.0,1.47060146725181
ENST00000198536.7,755,ENSG00000085514.16,6712,,0.76314896,0.3886343,0.41134626,,,0.14059597,0.47137815,,,0.5235157,,0.81071824,,0.6094915,0.28839868,1.0,1.0,1.08567850186378
ENST00000198536.7,808,ENSG00000085514.16,6765,,0.6244252,0.23606427,0.70650244,,,0.8049507,0.6191703,,,0.49915737,,0.6718265,0.73621356,0.60571325,0.6038658,1.0,1.0,1.38538285266303
ENST00000198536.7,854,ENSG00000085514.16,6811,,0.14278324,0.1682227,0.10471587,,,0.2503271,0.41334754,0.28398266,,0.08283583,,0.13828716,0.23393312,0.19819507,0.21699305,1.0,1.0,1.47151882870919
ENST00000198536.7,880,ENSG00000085514.16,6837,0.098793544,0.19108352,0.119429864,0.19279781,,,0.14667545,0.10580794,0.23178053,,0.09232209,,0.089039326,0.21318874,0.1680331,0.13622953,1.0,1.0,0.966052909082059
ENST00000198536.7,891,ENSG00000085514.16,6848,0.017330432,0.06953107,0.031855285,0.01610111,0.034266066,,0.019294847,0.039752305,0.011066389,,0.03090545,,0.013962686,0.049652517,0.02344514,0.018860698,1.0,1.0,0.743893089440724
ENST00000198536.7,928,ENSG00000085514.16,6885,0.33105856,0.3901778,0.26402506,0.19763115,,,0.09286644,0.20406382,,,0.20453076,,0.08419667,0.085194156,0.1524047,0.11409134,1.0,1.0,0.964414554231829
ENST00000198767.11,3083,ENSG00000085721.13,3083,,,,,,,0.054195356,,,,,,,,,,1.0,1.0,0.0
ENST00000198767.11,3096,ENSG00000085721.13,3096,,,,,,,0.008371055,,,,,,,,,,1.0,1.0,0.0
ENST00000198767.11,3110,ENSG00000085721.13,3110,,,,,,,0.02083143,,,,,,,,,,1.0,1.0,0.0
ENST00000198767.11,3445,ENSG00000085721.13,3445,,,,,,,0.09446812,,,,,,,,,,1.0,1.0,0.0
ENST00000198767.11,3465,ENSG00000085721.13,3465,,,,,,,0.21890406,,,,,,,,,,1.0,1.0,0.0
ENST00000198767.11,3580,ENSG00000085721.13,3580,,,,,,,0.044140816,,,,,,,,,,1.0,1.0,0.0
ENST00000198767.11,3646,ENSG00000085721.13,3646,,,,,,,0.0050514936,,,,,,,,,,1.0,1.0,0.0
ENST00000198767.11,3652,ENSG00000085721.13,3652,,,,,,,0.097833455,,,,,,,,,,1.0,1.0,0.0
ENST00000198767.11,3668,ENSG00000085721.13,3668,,,,,,,0.34051317,,,,,,,,,,1.0,1.0,0.0
ENST00000199389.11,1045,ENSG00000086232.13,1045,,,,0.28581008,,,,,,,0.17948367,,,,0.17111304,0.28959918,1.0,1.0,4.92368505112326
ENST00000199389.11,1111,ENSG00000086232.13,1111,,,,,,,,,,,0.13125777,,,,0.14976008,0.23601346,1.0,1.0,2.51955660467831
ENST00000199389.11,1205,ENSG00000086232.13,1205,,,,0.026529003,,,,,,,0.035261214,,,,0.04938575,0.16563196,1.0,1.0,6.81043786756486
ENST00000199389.11,1287,ENSG00000086232.13,1287,,,,0.0012844205,,,,,,,0.00076320174,,,,0.0037835003,0.004733038,1.0,1.0,3.97043292944703
ENST00000199389.11,1395,ENSG00000086232.13,1395,,,,0.021794831,0.0060972692,,,0.0064511895,,,0.01682638,,,,0.011588693,0.019728016,1.0,1.0,4.17016349298947
ENST00000199389.11,1473,ENSG00000086232.13,1473,,,,0.07629744,0.09404745,,,,,,0.14061068,,,,0.10607688,0.19053291,1.0,1.0,2.34930672372058
ENST00000199389.11,1494,ENSG00000086232.13,1494,,,,0.016690409,,,,,,,0.005356741,,,,0.014849651,0.057672262,1.0,1.0,11.0404674421836
ENST00000199389.11,1509,ENSG00000086232.13,1509,,,,0.40267333,0.247682,,,,,,0.57092535,,,,0.52596223,0.34463,1.0,1.0,1.6673811629741
ENST00000199389.11,1515,ENSG00000086232.13,1515,,,,0.11051015,0.028758537,,,,,,0.069716655,,,,0.11105587,0.029324055,1.0,1.0,2.0021022706409
ENST00000199389.11,1520,ENSG00000086232.13,1520,,,,0.073574804,0.10930109,,,,,,0.08438166,,,,0.16643581,0.1087896,1.0,1.0,1.51920304246468
ENST00000199389.11,1541,ENSG00000086232.13,1541,,,,0.32081628,0.22022982,,,0.120753445,,,0.3487156,,,,0.23304853,0.24516635,1.0,1.0,2.56885756432451
ENST00000199389.11,1591,ENSG00000086232.13,1591,,,,0.36756814,0.45282015,,,0.43646997,,,0.20907669,,0.53710556,,0.42332235,0.34497517,1.0,1.0,2.12475328382927
ENST00000199389.11,1676,ENSG00000086232.13,1676,,,,0.13633627,0.11001557,,,,,,0.10316136,,0.23431912,,0.14127764,0.19993243,1.0,1.0,1.71340213928377
ENST00000199389.11,1703,ENSG00000086232.13,1703,,,,0.0040153624,0.005505049,,,0.0021152855,0.027147532,,0.0075396895,,0.009329188,,0.01471361,0.0067642927,1.0,1.0,0.602238352092673
ENST00000199389.11,1715,ENSG00000086232.13,1715,,,,0.57170194,0.75641453,,,0.50953406,0.2317502,,0.59381723,,0.56553215,,0.73049843,0.71523446,1.0,1.0,1.872615669701
ENST00000199389.11,1791,ENSG00000086232.13,1791,,,,0.4635068,0.2890729,,,0.61505985,0.40291077,,0.49391803,,0.640003,,0.2879147,0.61688197,1.0,1.0,2.40623482781925
ENST00000199389.11,1804,ENSG00000086232.13,1804,,,,0.048346974,0.045084752,,,0.060869526,0.054189943,,0.043050516,,0.059682082,,0.05788771,0.100536786,1.0,1.0,2.4212079906746
ENST00000199389.11,1834,ENSG00000086232.13,1834,,,,0.45737237,0.35671806,,,0.33594579,0.40342292,,0.6237075,,0.60083455,,0.53464895,0.4110199,1.0,1.0,1.43411595164206
ENST00000199389.11,1860,ENSG00000086232.13,1860,,,,0.00055477617,0.00067474844,,,0.0003531933,0.00037066935,,0.0008220911,,0.00046398640000000003,,0.00038691759,0.00095939636,1.0,1.0,2.0607971405727
ENST00000199389.11,1909,ENSG00000086232.13,1909,,,,0.64407635,0.17389537,,,0.57260245,0.5890181,,0.41351914,,0.21264935,0.17633566,0.32776755,0.23736772,1.0,1.0,2.30412726083207
ENST00000199389.11,1926,ENSG00000086232.13,1926,,,,0.007516873,0.008857941,,,0.022499204,0.023054684,,0.008571148,,0.022141492,,0.014892626,0.015861917,1.0,1.0,1.77551246847002
ENST00000199389.11,1941,ENSG00000086232.13,1941,,,,0.20354767,0.0912233,,,0.4448753,0.049476516,,0.22323994,,0.23514815,,0.15444323,0.17094013,1.0,1.0,3.26209387053118
ENST00000199389.11,195,ENSG00000086232.13,195,,,,,,,,,,,0.16874981,,,,0.18660408,0.35648412,1.0,1.0,3.00954172754377
ENST00000199389.11,1991,ENSG00000086232.13,1991,,,,0.9321208,0.9167625,,0.66137755,0.8998768,0.8383316,,0.8490427,,0.76704246,0.93616533,0.94482327,0.9528462,1.0,1.0,1.41277876819415
ENST00000199389.11,1996,ENSG00000086232.13,1996,,,,0.0071877837,0.0078034042,,0.0218817,0.0042839767,0.101905726,,0.01689663,,0.014376199,0.022810757,0.010770214,0.17107178,1.0,1.0,2.7877098022097
ENST00000199389.11,2012,ENSG00000086232.13,2012,,,,0.44478488,0.18886624,,0.10538894,0.24794212,0.38681358,,0.20372193,,0.2651538,0.36359188,0.30167907,0.23836355,1.0,1.0,1.5388099883064
ENST00000199389.11,2089,ENSG00000086232.13,2089,,,,0.25031996,0.04088818,,0.14587964,0.16321298,0.17071089,,0.11637934,,0.09633688,0.09986261,0.13828892,0.09590008,1.0,1.0,1.89064854691143
ENST00000199389.11,2180,ENSG00000086232.13,2180,0.0004208088,,,0.00037544966,0.00027314425,,0.00037618875,8.115768e-05,0.000160563,0.00041184426,0.00030498503,,0.0005374551,0.00039230584,0.00036379098,0.0007351994,1.0,1.0,1.10315499464329
ENST00000199389.11,2201,ENSG00000086232.13,2201,,,,0.006761539,0.024043549,,0.010572922,0.058822047,0.007889795,0.007565272,0.10012424,,0.050254833,0.061196078,0.060348548,0.01798514,1.0,1.0,0.778602131931535
ENST00000199389.11,2208,ENSG00000086232.13,2208,0.06690246,0.054279793,,0.01533066,0.01900028,,0.05720651,0.011865246,0.016195392,0.005218518,0.0969856,,0.01728419,0.07890527,0.12727451,0.079433784,1.0,1.0,0.593208295476069
ENST00000199389.11,2214,ENSG00000086232.13,2214,,,,0.57242954,0.52171457,,0.32797658,0.2508224,0.3883702,,0.19789429,,0.2333086,,0.5855239,0.63952607,1.0,1.0,1.94622898362415
ENST00000199389.11,2252,ENSG00000086232.13,2252,0.056261264,,,0.031745754,0.059223615,,0.050362945,0.028084446,0.11331443,0.010949099,0.013925016,,0.051868834,0.10908918,0.0677366,0.18172465,1.0,1.0,1.36028234348066
ENST00000199389.11,2350,ENSG00000086232.13,2350,0.8092477,,,0.50930697,0.89751303,0.7194763,0.5898053,0.86055547,0.81707096,0.790378,0.86930263,,0.750111,0.7462853,0.87448835,0.84014624,1.0,1.0,0.843120173463549
ENST00000199389.11,2365,ENSG00000086232.13,2365,0.119056985,,,0.06781304,0.02531029,0.029776622,0.034866333,0.04138137,0.036946535,0.03114779,0.05110594,,0.017689276,0.07166058,0.0545936,0.05774621,1.0,1.0,1.06071729133957
ENST00000199389.11,2452,ENSG00000086232.13,2452,0.0063771484,0.008716822,,0.009299671,0.0054181693,0.0084067825,0.0036504746,0.008206737,0.007705605,0.0100144865,0.0060818316,,0.008833587,0.0049487473,0.008589459,0.010282683,1.0,1.0,1.05872462507616
ENST00000199389.11,247,ENSG00000086232.13,247,,,,,,,,,,,0.28063568,,,,0.10884078,0.075064875,1.0,1.0,0.578198294705667
ENST00000199389.11,2490,ENSG00000086232.13,2490,0.0026357055,0.0049007772,,0.0027702332,0.002515161,0.01104846,0.0028752447,0.0038499236,0.0024123788,0.0049081086,0.0022006272,,0.004990816,0.003445971,0.006329155,0.00454061,1.0,1.0,0.693755323631302
ENST00000199389.11,2560,ENSG00000086232.13,2560,0.012340772,0.010964597,0.0040575983,0.010448384,0.0030624508,0.017887438,0.0073970435,0.0022567988,0.010891641,0.0021638633,0.034817994,,0.0050936462,0.004485607,0.012543273,0.018833375,1.0,1.0,0.752674737307786
ENST00000199389.11,2819,ENSG00000086232.13,2819,0.023218561,,,0.0072785974,0.123240076,0.00477674,0.005760789,0.005995095,0.03111421,,0.0049881698,,0.016087186,0.044789743,0.0151932,0.00880605,1.0,1.0,0.24608817221847
ENST00000199389.11,2846,ENSG00000086232.13,2846,,,,,,,,,,,0.14832816,,,,0.33664697,,1.0,1.0,0.0
ENST00000199389.11,2853,ENSG00000086232.13,2853,,,,,,,,,,,0.1436233,,,,0.040681817,,1.0,1.0,0.0
ENST00000199389.11,285,ENSG00000086232.13,285,,,,,,,,,,,0.018113136,,,,0.008224046,0.009900177,1.0,1.0,1.12770344982238
ENST00000199389.11,2874,ENSG00000086232.13,2874,,,,,,,,,,,0.75187486,,,,,,1.0,1.0,0.0
ENST00000199389.11,334,ENSG00000086232.13,334,,,,,,,,,,,0.23924045,,,,0.34542698,0.38822746,1.0,1.0,1.99204251894106
ENST00000199389.11,339,ENSG00000086232.13,339,,,,,,,,,,,0.033974685,,,,0.042429306,0.031484913,1.0,1.0,1.23625399359046
ENST00000199389.11,355,ENSG00000086232.13,355,,,,,,,,,,,0.029345442,,,,0.042559065,0.12172741,1.0,1.0,5.07871126910028
ENST00000199389.11,442,ENSG00000086232.13,442,,,,,,,,,,,0.02927481,,,,0.13825563,0.20350146,1.0,1.0,3.64414001419682
ENST00000199389.11,569,ENSG00000086232.13,569,,,,,,,,,,,0.03872459,,,,0.074786484,0.13329366,1.0,1.0,3.52283672340198
ENST00000199389.11,598,ENSG00000086232.13,598,,,,,,,,,,,0.6008761,,,,0.608883,0.52487487,1.0,1.0,1.3016017899762
ENST00000199389.11,707,ENSG00000086232.13,707,,,,,,,,,,,0.003867054,,,,0.005390012,0.009507442,1.0,1.0,3.08114104404138
ENST00000199389.11,796,ENSG00000086232.13,796,,,,,,,,,,,0.3006553,,,,0.3227591,0.3093582,1.0,1.0,1.48869612251497
ENST00000199389.11,825,ENSG00000086232.13,825,,,,,,,,,,,0.009943294,,,,0.015330243,0.054669477,1.0,1.0,6.48933431834254
ENST00000199389.11,879,ENSG00000086232.13,879,,,,,,,,,,,0.16371514,,,,0.42118654,0.1389178,1.0,1.0,0.712518726224209
ENST00000199389.11,978,ENSG00000086232.13,978,,,,0.055577338,,,,,,,0.09864096,,,,0.10673994,0.031101692,1.0,1.0,1.26612109499958
ENST00000199389.11,996,ENSG00000086232.13,996,,,,0.009826553,,,,,,,0.018909443,,,,0.011115122,0.008937418,1.0,1.0,1.8748619005804
ENST00000199708.3,124,ENSG00000086506.3,124,0.2690025,0.33655095,0.28616583,0.33329347,0.25839138,0.26540715,0.27181378,0.21029396,0.20461178,,0.32922584,,0.1381394,0.36409408,0.39497083,0.19628115,1.0,1.0,0.711783154187379
ENST00000199708.3,151,ENSG00000086506.3,151,0.16322869,0.22854833,0.37336898,0.14125657,0.23353727,0.15338196,0.24077395,0.55787146,0.19732246,,0.1831449,,0.10253142,0.114275835,0.24952178,0.16749458,1.0,1.0,1.16084413867198
ENST00000199708.3,170,ENSG00000086506.3,170,0.0469056,0.016685318,0.03305938,0.045728575,0.113566436,0.033850025,0.030263126,0.052511297,0.29393876,,0.027113926,,0.09652869,0.111558184,0.06509419,0.053479694,1.0,1.0,0.52403609782719
ENST00000199708.3,311,ENSG00000086506.3,311,0.07952527,0.11854471,0.07792135,0.1575194,0.09259559,0.13929178,0.059445,0.16139792,0.06434206,,0.08285189,,0.44445476,0.089841664,0.120419145,0.17582262,1.0,1.0,1.08397882800709
ENST00000199708.3,352,ENSG00000086506.3,352,0.00047117472,0.0005712748,0.00036108494,0.00045398474,0.0003211379,0.0015152931,0.00029965639,0.00035545827,0.00031694173,,0.0003480792,,0.0005314589,0.00030014516,0.0003778219,0.00034987926,1.0,1.0,0.64239428367509
ENST00000199708.3,377,ENSG00000086506.3,377,0.15786591,0.18996188,0.073388085,0.08914956,0.16386476,0.06995597,0.14894366,0.10982619,0.16175488,,0.07534806,,0.108624056,0.1726881,0.12430149,0.18555191,1.0,1.0,0.797390952501631
ENST00000199708.3,407,ENSG00000086506.3,407,0.01256789,0.040950585,0.015476274,0.055411637,0.066863194,0.12004326,0.09200547,0.38208178,0.014408112,,0.14824298,,0.033521105,0.020431662,0.06267943,0.042159032,1.0,1.0,2.29429269309638
ENST00000199708.3,457,ENSG00000086506.3,457,0.49848548,0.5790347,0.73096144,0.538959,0.45881718,0.5614451,0.5622476,0.6331693,0.45599356,,0.49635234,,0.79486686,0.6748903,0.37382913,0.7144791,1.0,1.0,0.914803945157435
ENST00000199708.3,47,ENSG00000086506.3,47,,,,,0.21996851,,,,,,0.08505044,,,,,,1.0,1.0,0.0
ENST00000199814.9,1028,ENSG00000086589.12,1028,,,,,,,,,,,0.17632295,,,,,0.5151651,1.0,1.0,8.76513976201056
ENST00000199814.9,1035,ENSG00000086589.12,1035,,,,,,,,,,,0.016995514,,,,,0.018662225,1.0,1.0,3.29420310559598
ENST00000199814.9,1048,ENSG00000086589.12,1048,,,,,,,,,,,0.0131827,,,,,0.038954236,1.0,1.0,8.8648537856433
ENST00000199814.9,1054,ENSG00000086589.12,1054,,,,,,,,,,,0.23839097,,,,,0.10075412,1.0,1.0,1.26792705277385
ENST00000199814.9,1161,ENSG00000086589.12,1161,,,,,,,,,,,0.21188453,,,,,0.10649979,1.0,1.0,1.50789380423384
ENST00000199814.9,1270,ENSG00000086589.12,1270,,,,,,,,,,,0.29607934,,,,,0.2638988,1.0,1.0,2.67393327747893
ENST00000199814.9,1293,ENSG00000086589.12,1293,,,,,,,,,,,,,,,,0.09859128,1.0,1.0,
ENST00000199814.9,1324,ENSG00000086589.12,1324,,,,,,,,,,,0.062851414,,,,,0.10070558,1.0,1.0,4.80684078165687
ENST00000199814.9,1386,ENSG00000086589.12,1386,,,,,,,,,,,0.033714928,,,,,0.05533539,1.0,1.0,4.9238180191279
ENST00000199814.9,1474,ENSG00000086589.12,1474,,,,,,,,,,,0.98624563,,,,,,1.0,1.0,0.0
ENST00000199814.9,1478,ENSG00000086589.12,1478,,,,,,,,,,,0.17775914,,,,,0.10825579,1.0,1.0,1.82700799520069
ENST00000199814.9,1517,ENSG00000086589.12,1517,,,,,,,,,,,0.96475714,,,,,,1.0,1.0,0.0
ENST00000199814.9,1538,ENSG00000086589.12,1538,,,,,,,,,,,0.011973297,,,,,0.043754946,1.0,1.0,10.9631322099501
ENST00000199814.9,1559,ENSG00000086589.12,1559,,,,,,,,,,,0.015749658,,,,,0.01891992,1.0,1.0,3.60387254123232
ENST00000199814.9,1564,ENSG00000086589.12,1564,,,,,,,,,,,0.5228218,,,,,,1.0,1.0,0.0
ENST00000199814.9,1573,ENSG00000086589.12,1573,,,,,,,,,,,0.005296588,,,,,0.041895963,1.0,1.0,23.729972767374
ENST00000199814.9,1606,ENSG00000086589.12,1606,,,,,,,,,,,0.2859612,,,,,0.3458402,1.0,1.0,3.62818662112202
ENST00000199814.9,1696,ENSG00000086589.12,1696,,,,,,,,,,,0.28635773,,,,,,1.0,1.0,0.0
ENST00000199814.9,1711,ENSG00000086589.12,1711,,,,,,,,,,,0.0047851084,,,,,,1.0,1.0,0.0
ENST00000199814.9,1718,ENSG00000086589.12,1718,,,,,,,,,,,0.2766561,,,,,,1.0,1.0,0.0
ENST00000199814.9,1771,ENSG00000086589.12,1771,,,,,,,,,,,0.19927104,,,,,,1.0,1.0,0.0
ENST00000199814.9,1809,ENSG00000086589.12,1809,,,,,,,,,,,0.031419624,,,,,,1.0,1.0,0.0
ENST00000199814.9,1987,ENSG00000086589.12,1987,,,,,,,,,,,0.01824609,,,,,,1.0,1.0,0.0
ENST00000199814.9,2066,ENSG00000086589.12,2066,,,,,,,,,,,0.06782587,,,,,,1.0,1.0,0.0
ENST00000199814.9,2078,ENSG00000086589.12,2078,,,,,,,,,,,0.0015721798,,,,,,1.0,1.0,0.0
ENST00000199814.9,2226,ENSG00000086589.12,2226,,,,,,,,,,,0.088842764,,,,,,1.0,1.0,0.0
ENST00000199814.9,293,ENSG00000086589.12,293,,,,,,,,,,,,,,,,0.0065145018,1.0,1.0,
ENST00000199814.9,456,ENSG00000086589.12,456,,,,,,,,,,,,,,,,0.0493989,1.0,1.0,
ENST00000199814.9,510,ENSG00000086589.12,510,,,,,,,,,,,,,,,,0.3185485,1.0,1.0,
ENST00000199814.9,523,ENSG00000086589.12,523,,,,,,,,,,,0.08515048,,,,,,1.0,1.0,0.0
ENST00000199814.9,622,ENSG00000086589.12,622,,,,,,,,,,,0.010459745,,,,,,1.0,1.0,0.0
ENST00000199814.9,648,ENSG00000086589.12,648,,,,,,,,,,,0.121468686,,,,,0.16727138,1.0,1.0,4.13122226414797
ENST00000199814.9,675,ENSG00000086589.12,675,,,,,,,,,,,0.021171307,,,,,,1.0,1.0,0.0
ENST00000199814.9,708,ENSG00000086589.12,708,,,,,,,,,,,0.009487664,,,,,,1.0,1.0,0.0
ENST00000199814.9,747,ENSG00000086589.12,747,,,,,,,,,,,0.3825993,,,,,,1.0,1.0,0.0
ENST00000199814.9,764,ENSG00000086589.12,764,,,,,,,,,,,0.013696158,,,,,0.03728647,1.0,1.0,8.16721083387034
ENST00000199814.9,874,ENSG00000086589.12,874,,,,,,,,,,,0.08604127,,,,,,1.0,1.0,0.0
ENST00000199814.9,967,ENSG00000086589.12,967,,,,,,,,,,,0.13609877,,,,,,1.0,1.0,0.0
ENST00000200453.6,1321,ENSG00000087074.8,1321,,,,,,,,,,,,,,,,0.41693625,1.0,1.0,
ENST00000200453.6,1327,ENSG00000087074.8,1327,,,,,,,,,,,,,,,,0.7316607,1.0,1.0,
ENST00000200453.6,1426,ENSG00000087074.8,1426,,,,,,,,,,,,,,,,0.76778734,1.0,1.0,
ENST00000200453.6,1450,ENSG00000087074.8,1450,,,,,,,,,,,,,,,,0.82218534,1.0,1.0,
ENST00000200453.6,1491,ENSG00000087074.8,1491,,,,,,,,,,,,,,,,0.39703614,1.0,1.0,
ENST00000200453.6,1555,ENSG00000087074.8,1555,,,,,,,,,,,,,,,,0.5922111,1.0,1.0,
ENST00000200453.6,1639,ENSG00000087074.8,1639,,,,,,,,,,,,,,,,0.32729068,1.0,1.0,
ENST00000200453.6,1707,ENSG00000087074.8,1707,,,,,,,,,,,,,,,,0.6549321,1.0,1.0,
ENST00000200453.6,1732,ENSG00000087074.8,1732,,,,,,,,,,,,,,,,0.9374505,1.0,1.0,
ENST00000200453.6,1857,ENSG00000087074.8,1857,,,,,,,,,,,,,,,,0.0039824964,1.0,1.0,
ENST00000200453.6,1876,ENSG00000087074.8,1876,,,,,,,,,,,,,,,,0.6220052,1.0,1.0,
ENST00000200453.6,1884,ENSG00000087074.8,1884,,,,,,,,,,,,,,,,0.40622124,1.0,1.0,
ENST00000200453.6,2101,ENSG00000087074.8,2101,,,,,,,0.5812651,,,,,,,,,0.3785158,1.0,1.0,1.95357918443753
ENST00000200453.6,2136,ENSG00000087074.8,2136,,,,,,,,,,,,,,,,0.13449161,1.0,1.0,
ENST00000200453.6,2175,ENSG00000087074.8,2175,,,,,,,0.06176146,,,,,,,,,0.032137655,1.0,1.0,1.56105385138239
ENST00000200453.6,2242,ENSG00000087074.8,2242,,,,,,,0.9427689,,,,,,,,,0.97776306,1.0,1.0,3.11135547640572
ENST00000200453.6,2266,ENSG00000087074.8,2266,,,,,,,0.060627937,,,,,,,,,0.18341282,1.0,1.0,9.07565863572102
ENST00000200453.6,2293,ENSG00000087074.8,2293,,,,,,,0.20361874,,,,,,,,,0.066721775,1.0,1.0,0.983039797810358
ENST00000200639.9,1001,ENSG00000005893.16,1001,,,0.004481745,0.004396796,,,0.0061406256,,,,0.0023335814,,,,0.014023816,0.01996101,1.0,1.0,2.70845242257086
ENST00000200639.9,1025,ENSG00000005893.16,1025,,,0.4915483,0.39968863,,,0.6284132,,0.48949417,,0.49966058,,,,0.44546324,0.4403345,1.0,1.0,0.986490888173536
ENST00000200639.9,1073,ENSG00000005893.16,1073,,,0.012344837,0.009710503,,,0.020857383,,0.011798727,,0.007963312,,0.017837893,,0.025774013,0.011172402,1.0,1.0,0.648697481412727
ENST00000200639.9,1132,ENSG00000005893.16,1132,,,0.36692888,,,,0.09824739,,,,0.26737455,,0.3009918,,0.2878869,0.17887273,1.0,1.0,0.406089149574924
ENST00000200639.9,1198,ENSG00000005893.16,1198,,,0.4835196,,,,0.51965964,,,,0.50821185,,0.40513152,,0.6866331,0.5562824,1.0,1.0,0.641086199180916
ENST00000200639.9,1226,ENSG00000005893.16,1226,,,0.213558,0.41808882,0.0852587,,0.19617593,,0.42844638,,0.13355337,,0.058171343,,0.46081844,0.3536826,1.0,1.0,1.46912466039122
ENST00000200639.9,1401,ENSG00000005893.16,1401,,,0.004530954,0.01687156,0.0021769882,,0.016186178,,0.0076467157,,0.007405317,,0.0118202325,,0.008434499,0.020871054,1.0,1.0,1.94546600394958
ENST00000200639.9,1431,ENSG00000005893.16,1431,,,0.097360134,0.025517117,0.10802704,,0.12743549,,0.21342516,,0.23880558,,0.114086725,0.16724163,0.2529827,0.12623397,1.0,1.0,0.345054967863129
